date,seq,value,x,y,z
2013/1/5,2013005,622,6,2,2
2013/1/6,2013006,457,4,5,7
2013/1/7,2013007,147,1,4,7
2013/1/8,2013008,556,5,5,6
2013/1/9,2013009,921,9,2,1
2013/1/10,2013010,632,6,3,2
2013/1/11,2013011,209,2,0,9
2013/1/12,2013012,688,6,8,8
2013/1/13,2013013,922,9,2,2
2013/1/14,2013014,417,4,1,7
2013/1/15,2013015,228,2,2,8
2013/1/16,2013016,38,0,3,8
2013/1/17,2013017,380,3,8,0
2013/1/18,2013018,347,3,4,7
2013/1/19,2013019,866,8,6,6
2013/1/20,2013020,929,9,2,9
2013/1/21,2013021,918,9,1,8
2013/1/22,2013022,250,2,5,0
2013/1/23,2013023,807,8,0,7
2013/1/24,2013024,268,2,6,8
2013/1/25,2013025,540,5,4,0
2013/1/26,2013026,857,8,5,7
2013/1/27,2013027,308,3,0,8
2013/1/28,2013028,113,1,1,3
2013/1/29,2013029,149,1,4,9
2013/1/30,2013030,732,7,3,2
2013/1/31,2013031,762,7,6,2
2013/2/1,2013032,849,8,4,9
2013/2/2,2013033,277,2,7,7
2013/2/3,2013034,330,3,3,0
2013/2/4,2013035,632,6,3,2
2013/2/5,2013036,658,6,5,8
2013/2/6,2013037,364,3,6,4
2013/2/7,2013038,640,6,4,0
2013/2/8,2013039,639,6,3,9
2013/2/16,2013040,549,5,4,9
2013/2/17,2013041,851,8,5,1
2013/2/18,2013042,496,4,9,6
2013/2/19,2013043,536,5,3,6
2013/2/20,2013044,318,3,1,8
2013/2/21,2013045,39,0,3,9
2013/2/22,2013046,966,9,6,6
2013/2/23,2013047,784,7,8,4
2013/2/24,2013048,290,2,9,0
2013/2/25,2013049,636,6,3,6
2013/2/26,2013050,556,5,5,6
2013/2/27,2013051,676,6,7,6
2013/2/28,2013052,556,5,5,6
2013/3/1,2013053,564,5,6,4
2013/3/2,2013054,497,4,9,7
2013/3/3,2013055,456,4,5,6
2013/3/4,2013056,139,1,3,9
2013/3/5,2013057,243,2,4,3
2013/3/6,2013058,82,0,8,2
2013/3/7,2013059,251,2,5,1
2013/3/8,2013060,549,5,4,9
2013/3/9,2013061,675,6,7,5
2013/3/10,2013062,669,6,6,9
2013/3/11,2013063,641,6,4,1
2013/3/12,2013064,176,1,7,6
2013/3/13,2013065,328,3,2,8
2013/3/14,2013066,41,0,4,1
2013/3/15,2013067,832,8,3,2
2013/3/16,2013068,770,7,7,0
2013/3/17,2013069,115,1,1,5
2013/3/18,2013070,235,2,3,5
2013/3/19,2013071,360,3,6,0
2013/3/20,2013072,831,8,3,1
2013/3/21,2013073,222,2,2,2
2013/3/22,2013074,288,2,8,8
2013/3/23,2013075,617,6,1,7
2013/3/24,2013076,174,1,7,4
2013/3/25,2013077,184,1,8,4
2013/3/26,2013078,32,0,3,2
2013/3/27,2013079,780,7,8,0
2013/3/28,2013080,466,4,6,6
2013/3/29,2013081,857,8,5,7
2013/3/30,2013082,249,2,4,9
2013/3/31,2013083,602,6,0,2
2013/4/1,2013084,721,7,2,1
2013/4/2,2013085,693,6,9,3
2013/4/3,2013086,895,8,9,5
2013/4/4,2013087,34,0,3,4
2013/4/5,2013088,381,3,8,1
2013/4/6,2013089,192,1,9,2
2013/4/7,2013090,955,9,5,5
2013/4/8,2013091,137,1,3,7
2013/4/9,2013092,632,6,3,2
2013/4/10,2013093,737,7,3,7
2013/4/11,2013094,28,0,2,8
2013/4/12,2013095,215,2,1,5
2013/4/13,2013096,39,0,3,9
2013/4/14,2013097,792,7,9,2
2013/4/15,2013098,759,7,5,9
2013/4/16,2013099,450,4,5,0
2013/4/17,2013100,338,3,3,8
2013/4/18,2013101,921,9,2,1
2013/4/19,2013102,536,5,3,6
2013/4/20,2013103,203,2,0,3
2013/4/21,2013104,14,0,1,4
2013/4/22,2013105,484,4,8,4
2013/4/23,2013106,492,4,9,2
2013/4/24,2013107,985,9,8,5
2013/4/25,2013108,343,3,4,3
2013/4/26,2013109,167,1,6,7
2013/4/27,2013110,418,4,1,8
2013/4/28,2013111,466,4,6,6
2013/4/29,2013112,996,9,9,6
2013/4/30,2013113,836,8,3,6
2013/5/1,2013114,171,1,7,1
2013/5/2,2013115,901,9,0,1
2013/5/3,2013116,407,4,0,7
2013/5/4,2013117,808,8,0,8
2013/5/5,2013118,393,3,9,3
2013/5/6,2013119,451,4,5,1
2013/5/7,2013120,569,5,6,9
2013/5/8,2013121,73,0,7,3
2013/5/9,2013122,465,4,6,5
2013/5/10,2013123,832,8,3,2
2013/5/11,2013124,963,9,6,3
2013/5/12,2013125,510,5,1,0
2013/5/13,2013126,410,4,1,0
2013/5/14,2013127,667,6,6,7
2013/5/15,2013128,849,8,4,9
2013/5/16,2013129,20,0,2,0
2013/5/17,2013130,991,9,9,1
2013/5/18,2013131,798,7,9,8
2013/5/19,2013132,155,1,5,5
2013/5/20,2013133,329,3,2,9
2013/5/21,2013134,228,2,2,8
2013/5/22,2013135,850,8,5,0
2013/5/23,2013136,231,2,3,1
2013/5/24,2013137,627,6,2,7
2013/5/25,2013138,579,5,7,9
2013/5/26,2013139,907,9,0,7
2013/5/27,2013140,592,5,9,2
2013/5/28,2013141,782,7,8,2
2013/5/29,2013142,930,9,3,0
2013/5/30,2013143,60,0,6,0
2013/5/31,2013144,890,8,9,0
2013/6/1,2013145,389,3,8,9
2013/6/2,2013146,464,4,6,4
2013/6/3,2013147,843,8,4,3
2013/6/4,2013148,825,8,2,5
2013/6/5,2013149,452,4,5,2
2013/6/6,2013150,736,7,3,6
2013/6/7,2013151,943,9,4,3
2013/6/8,2013152,149,1,4,9
2013/6/9,2013153,288,2,8,8
2013/6/10,2013154,349,3,4,9
2013/6/11,2013155,296,2,9,6
2013/6/12,2013156,775,7,7,5
2013/6/13,2013157,383,3,8,3
2013/6/14,2013158,613,6,1,3
2013/6/15,2013159,98,0,9,8
2013/6/16,2013160,210,2,1,0
2013/6/17,2013161,537,5,3,7
2013/6/18,2013162,292,2,9,2
2013/6/19,2013163,104,1,0,4
2013/6/20,2013164,732,7,3,2
2013/6/21,2013165,300,3,0,0
2013/6/22,2013166,42,0,4,2
2013/6/23,2013167,242,2,4,2
2013/6/24,2013168,556,5,5,6
2013/6/25,2013169,344,3,4,4
2013/6/26,2013170,128,1,2,8
2013/6/27,2013171,890,8,9,0
2013/6/28,2013172,406,4,0,6
2013/6/29,2013173,506,5,0,6
2013/6/30,2013174,714,7,1,4
2013/7/1,2013175,185,1,8,5
2013/7/2,2013176,307,3,0,7
2013/7/3,2013177,169,1,6,9
2013/7/4,2013178,927,9,2,7
2013/7/5,2013179,368,3,6,8
2013/7/6,2013180,642,6,4,2
2013/7/7,2013181,248,2,4,8
2013/7/8,2013182,944,9,4,4
2013/7/9,2013183,693,6,9,3
2013/7/10,2013184,487,4,8,7
2013/7/11,2013185,916,9,1,6
2013/7/12,2013186,170,1,7,0
2013/7/13,2013187,188,1,8,8
2013/7/14,2013188,20,0,2,0
2013/7/15,2013189,26,0,2,6
2013/7/16,2013190,719,7,1,9
2013/7/17,2013191,315,3,1,5
2013/7/18,2013192,170,1,7,0
2013/7/19,2013193,493,4,9,3
2013/7/20,2013194,806,8,0,6
2013/7/21,2013195,398,3,9,8
2013/7/22,2013196,100,1,0,0
2013/7/23,2013197,115,1,1,5
2013/7/24,2013198,566,5,6,6
2013/7/25,2013199,814,8,1,4
2013/7/26,2013200,573,5,7,3
2013/7/27,2013201,498,4,9,8
2013/7/28,2013202,603,6,0,3
2013/7/29,2013203,300,3,0,0
2013/7/30,2013204,506,5,0,6
2013/7/31,2013205,798,7,9,8
2013/8/1,2013206,493,4,9,3
2013/8/2,2013207,473,4,7,3
2013/8/3,2013208,44,0,4,4
2013/8/4,2013209,928,9,2,8
2013/8/5,2013210,139,1,3,9
2013/8/6,2013211,749,7,4,9
2013/8/7,2013212,82,0,8,2
2013/8/8,2013213,660,6,6,0
2013/8/9,2013214,826,8,2,6
2013/8/10,2013215,157,1,5,7
2013/8/11,2013216,383,3,8,3
2013/8/12,2013217,965,9,6,5
2013/8/13,2013218,112,1,1,2
2013/8/14,2013219,232,2,3,2
2013/8/15,2013220,630,6,3,0
2013/8/16,2013221,999,9,9,9
2013/8/17,2013222,260,2,6,0
2013/8/18,2013223,811,8,1,1
2013/8/19,2013224,579,5,7,9
2013/8/20,2013225,884,8,8,4
2013/8/21,2013226,550,5,5,0
2013/8/22,2013227,427,4,2,7
2013/8/23,2013228,410,4,1,0
2013/8/24,2013229,3,0,0,3
2013/8/25,2013230,962,9,6,2
2013/8/26,2013231,468,4,6,8
2013/8/27,2013232,441,4,4,1
2013/8/28,2013233,367,3,6,7
2013/8/29,2013234,846,8,4,6
2013/8/30,2013235,625,6,2,5
2013/8/31,2013236,714,7,1,4
2013/9/1,2013237,874,8,7,4
2013/9/2,2013238,117,1,1,7
2013/9/3,2013239,91,0,9,1
2013/9/4,2013240,569,5,6,9
2013/9/5,2013241,718,7,1,8
2013/9/6,2013242,528,5,2,8
2013/9/7,2013243,361,3,6,1
2013/9/8,2013244,393,3,9,3
2013/9/9,2013245,742,7,4,2
2013/9/10,2013246,906,9,0,6
2013/9/11,2013247,559,5,5,9
2013/9/12,2013248,115,1,1,5
2013/9/13,2013249,307,3,0,7
2013/9/14,2013250,904,9,0,4
2013/9/15,2013251,753,7,5,3
2013/9/16,2013252,573,5,7,3
2013/9/17,2013253,683,6,8,3
2013/9/18,2013254,956,9,5,6
2013/9/19,2013255,295,2,9,5
2013/9/20,2013256,598,5,9,8
2013/9/21,2013257,398,3,9,8
2013/9/22,2013258,55,0,5,5
2013/9/23,2013259,413,4,1,3
2013/9/24,2013260,626,6,2,6
2013/9/25,2013261,227,2,2,7
2013/9/26,2013262,643,6,4,3
2013/9/27,2013263,681,6,8,1
2013/9/28,2013264,748,7,4,8
2013/9/29,2013265,373,3,7,3
2013/9/30,2013266,552,5,5,2
2013/10/1,2013267,51,0,5,1
2013/10/2,2013268,414,4,1,4
2013/10/3,2013269,166,1,6,6
2013/10/4,2013270,295,2,9,5
2013/10/5,2013271,385,3,8,5
2013/10/6,2013272,309,3,0,9
2013/10/7,2013273,568,5,6,8
2013/10/8,2013274,600,6,0,0
2013/10/9,2013275,250,2,5,0
2013/10/10,2013276,954,9,5,4
2013/10/11,2013277,393,3,9,3
2013/10/12,2013278,134,1,3,4
2013/10/13,2013279,409,4,0,9
2013/10/14,2013280,194,1,9,4
2013/10/15,2013281,5,0,0,5
2013/10/16,2013282,846,8,4,6
2013/10/17,2013283,547,5,4,7
2013/10/18,2013284,169,1,6,9
2013/10/19,2013285,165,1,6,5
2013/10/20,2013286,192,1,9,2
2013/10/21,2013287,200,2,0,0
2013/10/22,2013288,748,7,4,8
2013/10/23,2013289,740,7,4,0
2013/10/24,2013290,323,3,2,3
2013/10/25,2013291,667,6,6,7
2013/10/26,2013292,93,0,9,3
2013/10/27,2013293,956,9,5,6
2013/10/28,2013294,198,1,9,8
2013/10/29,2013295,342,3,4,2
2013/10/30,2013296,943,9,4,3
2013/10/31,2013297,803,8,0,3
2013/11/1,2013298,732,7,3,2
2013/11/2,2013299,207,2,0,7
2013/11/3,2013300,383,3,8,3
2013/11/4,2013301,776,7,7,6
2013/11/5,2013302,882,8,8,2
2013/11/6,2013303,289,2,8,9
2013/11/7,2013304,212,2,1,2
2013/11/8,2013305,860,8,6,0
2013/11/9,2013306,291,2,9,1
2013/11/10,2013307,694,6,9,4
2013/11/11,2013308,378,3,7,8
2013/11/12,2013309,982,9,8,2
2013/11/13,2013310,271,2,7,1
2013/11/14,2013311,358,3,5,8
2013/11/15,2013312,784,7,8,4
2013/11/16,2013313,898,8,9,8
2013/11/17,2013314,711,7,1,1
2013/11/18,2013315,899,8,9,9
2013/11/19,2013316,88,0,8,8
2013/11/20,2013317,197,1,9,7
2013/11/21,2013318,244,2,4,4
2013/11/22,2013319,460,4,6,0
2013/11/23,2013320,573,5,7,3
2013/11/24,2013321,987,9,8,7
2013/11/25,2013322,648,6,4,8
2013/11/26,2013323,114,1,1,4
2013/11/27,2013324,167,1,6,7
2013/11/28,2013325,863,8,6,3
2013/11/29,2013326,233,2,3,3
2013/11/30,2013327,405,4,0,5
2013/12/1,2013328,957,9,5,7
2013/12/2,2013329,529,5,2,9
2013/12/3,2013330,4,0,0,4
2013/12/4,2013331,224,2,2,4
2013/12/5,2013332,423,4,2,3
2013/12/6,2013333,789,7,8,9
2013/12/7,2013334,680,6,8,0
2013/12/8,2013335,8,0,0,8
2013/12/9,2013336,423,4,2,3
2013/12/10,2013337,30,0,3,0
2013/12/11,2013338,517,5,1,7
2013/12/12,2013339,867,8,6,7
2013/12/13,2013340,805,8,0,5
2013/12/14,2013341,980,9,8,0
2013/12/15,2013342,899,8,9,9
2013/12/16,2013343,776,7,7,6
2013/12/17,2013344,149,1,4,9
2013/12/18,2013345,72,0,7,2
2013/12/19,2013346,19,0,1,9
2013/12/20,2013347,554,5,5,4
2013/12/21,2013348,574,5,7,4
2013/12/22,2013349,524,5,2,4
2013/12/23,2013350,322,3,2,2
2013/12/24,2013351,726,7,2,6
2013/12/25,2013352,176,1,7,6
2013/12/26,2013353,185,1,8,5
2013/12/27,2013354,24,0,2,4
2013/12/28,2013355,293,2,9,3
2013/12/29,2013356,164,1,6,4
2013/12/30,2013357,320,3,2,0
2013/12/31,2013358,968,9,6,8
2014/1/1,2014001,687,6,8,7
2014/1/2,2014002,634,6,3,4
2014/1/3,2014003,643,6,4,3
2014/1/4,2014004,955,9,5,5
2014/1/5,2014005,755,7,5,5
2014/1/6,2014006,992,9,9,2
2014/1/7,2014007,283,2,8,3
2014/1/8,2014008,590,5,9,0
2014/1/9,2014009,432,4,3,2
2014/1/10,2014010,645,6,4,5
2014/1/11,2014011,319,3,1,9
2014/1/12,2014012,368,3,6,8
2014/1/13,2014013,613,6,1,3
2014/1/14,2014014,945,9,4,5
2014/1/15,2014015,742,7,4,2
2014/1/16,2014016,224,2,2,4
2014/1/17,2014017,57,0,5,7
2014/1/18,2014018,474,4,7,4
2014/1/19,2014019,610,6,1,0
2014/1/20,2014020,87,0,8,7
2014/1/21,2014021,875,8,7,5
2014/1/22,2014022,969,9,6,9
2014/1/23,2014023,303,3,0,3
2014/1/24,2014024,344,3,4,4
2014/1/25,2014025,683,6,8,3
2014/1/26,2014026,300,3,0,0
2014/1/27,2014027,774,7,7,4
2014/1/28,2014028,805,8,0,5
2014/1/29,2014029,618,6,1,8
2014/2/7,2014030,488,4,8,8
2014/2/8,2014031,204,2,0,4
2014/2/9,2014032,256,2,5,6
2014/2/10,2014033,444,4,4,4
2014/2/11,2014034,335,3,3,5
2014/2/12,2014035,723,7,2,3
2014/2/13,2014036,630,6,3,0
2014/2/14,2014037,809,8,0,9
2014/2/15,2014038,4,0,0,4
2014/2/16,2014039,478,4,7,8
2014/2/17,2014040,68,0,6,8
2014/2/18,2014041,702,7,0,2
2014/2/19,2014042,156,1,5,6
2014/2/20,2014043,854,8,5,4
2014/2/21,2014044,585,5,8,5
2014/2/22,2014045,236,2,3,6
2014/2/23,2014046,248,2,4,8
2014/2/24,2014047,903,9,0,3
2014/2/25,2014048,214,2,1,4
2014/2/26,2014049,392,3,9,2
2014/2/27,2014050,757,7,5,7
2014/2/28,2014051,310,3,1,0
2014/3/1,2014052,793,7,9,3
2014/3/2,2014053,700,7,0,0
2014/3/3,2014054,257,2,5,7
2014/3/4,2014055,761,7,6,1
2014/3/5,2014056,386,3,8,6
2014/3/6,2014057,502,5,0,2
2014/3/7,2014058,210,2,1,0
2014/3/8,2014059,871,8,7,1
2014/3/9,2014060,977,9,7,7
2014/3/10,2014061,819,8,1,9
2014/3/11,2014062,300,3,0,0
2014/3/12,2014063,742,7,4,2
2014/3/13,2014064,361,3,6,1
2014/3/14,2014065,208,2,0,8
2014/3/15,2014066,693,6,9,3
2014/3/16,2014067,72,0,7,2
2014/3/17,2014068,968,9,6,8
2014/3/18,2014069,652,6,5,2
2014/3/19,2014070,911,9,1,1
2014/3/20,2014071,537,5,3,7
2014/3/21,2014072,662,6,6,2
2014/3/22,2014073,36,0,3,6
2014/3/23,2014074,921,9,2,1
2014/3/24,2014075,146,1,4,6
2014/3/25,2014076,559,5,5,9
2014/3/26,2014077,712,7,1,2
2014/3/27,2014078,630,6,3,0
2014/3/28,2014079,206,2,0,6
2014/3/29,2014080,670,6,7,0
2014/3/30,2014081,544,5,4,4
2014/3/31,2014082,934,9,3,4
2014/4/1,2014083,521,5,2,1
2014/4/2,2014084,558,5,5,8
2014/4/3,2014085,623,6,2,3
2014/4/4,2014086,56,0,5,6
2014/4/5,2014087,30,0,3,0
2014/4/6,2014088,404,4,0,4
2014/4/7,2014089,506,5,0,6
2014/4/8,2014090,482,4,8,2
2014/4/9,2014091,495,4,9,5
2014/4/10,2014092,303,3,0,3
2014/4/11,2014093,998,9,9,8
2014/4/12,2014094,285,2,8,5
2014/4/13,2014095,553,5,5,3
2014/4/14,2014096,738,7,3,8
2014/4/15,2014097,389,3,8,9
2014/4/16,2014098,548,5,4,8
2014/4/17,2014099,286,2,8,6
2014/4/18,2014100,170,1,7,0
2014/4/19,2014101,892,8,9,2
2014/4/20,2014102,352,3,5,2
2014/4/21,2014103,250,2,5,0
2014/4/22,2014104,957,9,5,7
2014/4/23,2014105,613,6,1,3
2014/4/24,2014106,970,9,7,0
2014/4/25,2014107,669,6,6,9
2014/4/26,2014108,960,9,6,0
2014/4/27,2014109,965,9,6,5
2014/4/28,2014110,768,7,6,8
2014/4/29,2014111,487,4,8,7
2014/4/30,2014112,429,4,2,9
2014/5/1,2014113,124,1,2,4
2014/5/2,2014114,243,2,4,3
2014/5/3,2014115,645,6,4,5
2014/5/4,2014116,910,9,1,0
2014/5/5,2014117,829,8,2,9
2014/5/6,2014118,182,1,8,2
2014/5/7,2014119,383,3,8,3
2014/5/8,2014120,758,7,5,8
2014/5/9,2014121,743,7,4,3
2014/5/10,2014122,499,4,9,9
2014/5/11,2014123,315,3,1,5
2014/5/12,2014124,701,7,0,1
2014/5/13,2014125,852,8,5,2
2014/5/14,2014126,588,5,8,8
2014/5/15,2014127,341,3,4,1
2014/5/16,2014128,780,7,8,0
2014/5/17,2014129,145,1,4,5
2014/5/18,2014130,211,2,1,1
2014/5/19,2014131,870,8,7,0
2014/5/20,2014132,139,1,3,9
2014/5/21,2014133,650,6,5,0
2014/5/22,2014134,85,0,8,5
2014/5/23,2014135,409,4,0,9
2014/5/24,2014136,840,8,4,0
2014/5/25,2014137,169,1,6,9
2014/5/26,2014138,587,5,8,7
2014/5/27,2014139,764,7,6,4
2014/5/28,2014140,901,9,0,1
2014/5/29,2014141,921,9,2,1
2014/5/30,2014142,594,5,9,4
2014/5/31,2014143,244,2,4,4
2014/6/1,2014144,77,0,7,7
2014/6/2,2014145,612,6,1,2
2014/6/3,2014146,367,3,6,7
2014/6/4,2014147,578,5,7,8
2014/6/5,2014148,180,1,8,0
2014/6/6,2014149,262,2,6,2
2014/6/7,2014150,107,1,0,7
2014/6/8,2014151,391,3,9,1
2014/6/9,2014152,821,8,2,1
2014/6/10,2014153,392,3,9,2
2014/6/11,2014154,115,1,1,5
2014/6/12,2014155,677,6,7,7
2014/6/13,2014156,419,4,1,9
2014/6/14,2014157,575,5,7,5
2014/6/15,2014158,411,4,1,1
2014/6/16,2014159,312,3,1,2
2014/6/17,2014160,45,0,4,5
2014/6/18,2014161,946,9,4,6
2014/6/19,2014162,587,5,8,7
2014/6/20,2014163,668,6,6,8
2014/6/21,2014164,341,3,4,1
2014/6/22,2014165,466,4,6,6
2014/6/23,2014166,316,3,1,6
2014/6/24,2014167,986,9,8,6
2014/6/25,2014168,481,4,8,1
2014/6/26,2014169,279,2,7,9
2014/6/27,2014170,630,6,3,0
2014/6/28,2014171,631,6,3,1
2014/6/29,2014172,843,8,4,3
2014/6/30,2014173,359,3,5,9
2014/7/1,2014174,659,6,5,9
2014/7/2,2014175,347,3,4,7
2014/7/3,2014176,685,6,8,5
2014/7/4,2014177,260,2,6,0
2014/7/5,2014178,77,0,7,7
2014/7/6,2014179,130,1,3,0
2014/7/7,2014180,199,1,9,9
2014/7/8,2014181,806,8,0,6
2014/7/9,2014182,804,8,0,4
2014/7/10,2014183,987,9,8,7
2014/7/11,2014184,397,3,9,7
2014/7/12,2014185,636,6,3,6
2014/7/13,2014186,284,2,8,4
2014/7/14,2014187,876,8,7,6
2014/7/15,2014188,965,9,6,5
2014/7/16,2014189,858,8,5,8
2014/7/17,2014190,597,5,9,7
2014/7/18,2014191,411,4,1,1
2014/7/19,2014192,208,2,0,8
2014/7/20,2014193,531,5,3,1
2014/7/21,2014194,626,6,2,6
2014/7/22,2014195,895,8,9,5
2014/7/23,2014196,883,8,8,3
2014/7/24,2014197,832,8,3,2
2014/7/25,2014198,980,9,8,0
2014/7/26,2014199,648,6,4,8
2014/7/27,2014200,583,5,8,3
2014/7/28,2014201,363,3,6,3
2014/7/29,2014202,627,6,2,7
2014/7/30,2014203,648,6,4,8
2014/7/31,2014204,284,2,8,4
2014/8/1,2014205,272,2,7,2
2014/8/2,2014206,657,6,5,7
2014/8/3,2014207,258,2,5,8
2014/8/4,2014208,241,2,4,1
2014/8/5,2014209,194,1,9,4
2014/8/6,2014210,585,5,8,5
2014/8/7,2014211,697,6,9,7
2014/8/8,2014212,553,5,5,3
2014/8/9,2014213,447,4,4,7
2014/8/10,2014214,770,7,7,0
2014/8/11,2014215,175,1,7,5
2014/8/12,2014216,938,9,3,8
2014/8/13,2014217,354,3,5,4
2014/8/14,2014218,238,2,3,8
2014/8/15,2014219,859,8,5,9
2014/8/16,2014220,628,6,2,8
2014/8/17,2014221,384,3,8,4
2014/8/18,2014222,672,6,7,2
2014/8/19,2014223,444,4,4,4
2014/8/20,2014224,689,6,8,9
2014/8/21,2014225,902,9,0,2
2014/8/22,2014226,675,6,7,5
2014/8/23,2014227,703,7,0,3
2014/8/24,2014228,855,8,5,5
2014/8/25,2014229,681,6,8,1
2014/8/26,2014230,688,6,8,8
2014/8/27,2014231,803,8,0,3
2014/8/28,2014232,119,1,1,9
2014/8/29,2014233,283,2,8,3
2014/8/30,2014234,580,5,8,0
2014/8/31,2014235,330,3,3,0
2014/9/1,2014236,430,4,3,0
2014/9/2,2014237,260,2,6,0
2014/9/3,2014238,425,4,2,5
2014/9/4,2014239,552,5,5,2
2014/9/5,2014240,411,4,1,1
2014/9/6,2014241,143,1,4,3
2014/9/7,2014242,124,1,2,4
2014/9/8,2014243,876,8,7,6
2014/9/9,2014244,122,1,2,2
2014/9/10,2014245,608,6,0,8
2014/9/11,2014246,627,6,2,7
2014/9/12,2014247,714,7,1,4
2014/9/13,2014248,708,7,0,8
2014/9/14,2014249,281,2,8,1
2014/9/15,2014250,180,1,8,0
2014/9/16,2014251,424,4,2,4
2014/9/17,2014252,902,9,0,2
2014/9/18,2014253,298,2,9,8
2014/9/19,2014254,31,0,3,1
2014/9/20,2014255,395,3,9,5
2014/9/21,2014256,767,7,6,7
2014/9/22,2014257,194,1,9,4
2014/9/23,2014258,718,7,1,8
2014/9/24,2014259,551,5,5,1
2014/9/25,2014260,578,5,7,8
2014/9/26,2014261,988,9,8,8
2014/9/27,2014262,941,9,4,1
2014/9/28,2014263,304,3,0,4
2014/9/29,2014264,395,3,9,5
2014/9/30,2014265,502,5,0,2
2014/10/1,2014266,582,5,8,2
2014/10/2,2014267,162,1,6,2
2014/10/3,2014268,621,6,2,1
2014/10/4,2014269,942,9,4,2
2014/10/5,2014270,275,2,7,5
2014/10/6,2014271,392,3,9,2
2014/10/7,2014272,478,4,7,8
2014/10/8,2014273,370,3,7,0
2014/10/9,2014274,361,3,6,1
2014/10/10,2014275,897,8,9,7
2014/10/11,2014276,460,4,6,0
2014/10/12,2014277,669,6,6,9
2014/10/13,2014278,209,2,0,9
2014/10/14,2014279,66,0,6,6
2014/10/15,2014280,524,5,2,4
2014/10/16,2014281,339,3,3,9
2014/10/17,2014282,684,6,8,4
2014/10/18,2014283,150,1,5,0
2014/10/19,2014284,670,6,7,0
2014/10/20,2014285,139,1,3,9
2014/10/21,2014286,667,6,6,7
2014/10/22,2014287,738,7,3,8
2014/10/23,2014288,100,1,0,0
2014/10/24,2014289,475,4,7,5
2014/10/25,2014290,76,0,7,6
2014/10/26,2014291,73,0,7,3
2014/10/27,2014292,802,8,0,2
2014/10/28,2014293,81,0,8,1
2014/10/29,2014294,817,8,1,7
2014/10/30,2014295,829,8,2,9
2014/10/31,2014296,924,9,2,4
2014/11/1,2014297,161,1,6,1
2014/11/2,2014298,11,0,1,1
2014/11/3,2014299,557,5,5,7
2014/11/4,2014300,605,6,0,5
2014/11/5,2014301,213,2,1,3
2014/11/6,2014302,605,6,0,5
2014/11/7,2014303,949,9,4,9
2014/11/8,2014304,41,0,4,1
2014/11/9,2014305,474,4,7,4
2014/11/10,2014306,391,3,9,1
2014/11/11,2014307,642,6,4,2
2014/11/12,2014308,429,4,2,9
2014/11/13,2014309,461,4,6,1
2014/11/14,2014310,963,9,6,3
2014/11/15,2014311,296,2,9,6
2014/11/16,2014312,308,3,0,8
2014/11/17,2014313,192,1,9,2
2014/11/18,2014314,713,7,1,3
2014/11/19,2014315,312,3,1,2
2014/11/20,2014316,678,6,7,8
2014/11/21,2014317,41,0,4,1
2014/11/22,2014318,382,3,8,2
2014/11/23,2014319,774,7,7,4
2014/11/24,2014320,182,1,8,2
2014/11/25,2014321,974,9,7,4
2014/11/26,2014322,667,6,6,7
2014/11/27,2014323,945,9,4,5
2014/11/28,2014324,935,9,3,5
2014/11/29,2014325,288,2,8,8
2014/11/30,2014326,978,9,7,8
2014/12/1,2014327,88,0,8,8
2014/12/2,2014328,362,3,6,2
2014/12/3,2014329,785,7,8,5
2014/12/4,2014330,614,6,1,4
2014/12/5,2014331,287,2,8,7
2014/12/6,2014332,330,3,3,0
2014/12/7,2014333,437,4,3,7
2014/12/8,2014334,142,1,4,2
2014/12/9,2014335,407,4,0,7
2014/12/10,2014336,513,5,1,3
2014/12/11,2014337,668,6,6,8
2014/12/12,2014338,917,9,1,7
2014/12/13,2014339,649,6,4,9
2014/12/14,2014340,370,3,7,0
2014/12/15,2014341,773,7,7,3
2014/12/16,2014342,797,7,9,7
2014/12/17,2014343,614,6,1,4
2014/12/18,2014344,209,2,0,9
2014/12/19,2014345,695,6,9,5
2014/12/20,2014346,351,3,5,1
2014/12/21,2014347,998,9,9,8
2014/12/22,2014348,522,5,2,2
2014/12/23,2014349,771,7,7,1
2014/12/24,2014350,223,2,2,3
2014/12/25,2014351,505,5,0,5
2014/12/26,2014352,727,7,2,7
2014/12/27,2014353,515,5,1,5
2014/12/28,2014354,713,7,1,3
2014/12/29,2014355,773,7,7,3
2014/12/30,2014356,371,3,7,1
2014/12/31,2014357,610,6,1,0
2015/1/1,2015001,245,2,4,5
2015/1/2,2015002,47,0,4,7
2015/1/3,2015003,29,0,2,9
2015/1/4,2015004,937,9,3,7
2015/1/5,2015005,31,0,3,1
2015/1/6,2015006,53,0,5,3
2015/1/7,2015007,55,0,5,5
2015/1/8,2015008,919,9,1,9
2015/1/9,2015009,730,7,3,0
2015/1/10,2015010,599,5,9,9
2015/1/11,2015011,660,6,6,0
2015/1/12,2015012,47,0,4,7
2015/1/13,2015013,764,7,6,4
2015/1/14,2015014,402,4,0,2
2015/1/15,2015015,207,2,0,7
2015/1/16,2015016,656,6,5,6
2015/1/17,2015017,27,0,2,7
2015/1/18,2015018,902,9,0,2
2015/1/19,2015019,909,9,0,9
2015/1/20,2015020,731,7,3,1
2015/1/21,2015021,700,7,0,0
2015/1/22,2015022,982,9,8,2
2015/1/23,2015023,325,3,2,5
2015/1/24,2015024,875,8,7,5
2015/1/25,2015025,218,2,1,8
